molecule_chembl_id,target_chembl_id,standard_value,standard_units,standard_type
CHEMBL3609231,CHEMBL4633,0.199,nM,IC50
CHEMBL3609232,CHEMBL4633,0.065,nM,IC50
CHEMBL3609233,CHEMBL4633,1.5,nM,IC50
CHEMBL3609234,CHEMBL4633,2.88,nM,IC50
CHEMBL3609235,CHEMBL4633,0.186,nM,IC50
CHEMBL3609236,CHEMBL4633,0.055,nM,IC50
CHEMBL3609237,CHEMBL4633,0.059,nM,IC50
CHEMBL3609238,CHEMBL4633,0.053,nM,IC50
CHEMBL3608318,CHEMBL4633,0.222,nM,IC50
CHEMBL3609239,CHEMBL4633,0.223,nM,IC50
CHEMBL3609240,CHEMBL4633,0.274,nM,IC50
CHEMBL3609241,CHEMBL4633,70.4,nM,IC50
CHEMBL3609242,CHEMBL4633,0.86,nM,IC50
CHEMBL3609243,CHEMBL4633,11.6,nM,IC50
CHEMBL3609244,CHEMBL4633,0.368,nM,IC50
CHEMBL3609245,CHEMBL4633,0.205,nM,IC50
CHEMBL3609246,CHEMBL4633,1.14,nM,IC50
CHEMBL3609247,CHEMBL4633,3.56,nM,IC50
CHEMBL3609248,CHEMBL4633,0.089,nM,IC50
CHEMBL3609249,CHEMBL4633,0.184,nM,IC50
CHEMBL3609250,CHEMBL4633,28.9,nM,IC50
CHEMBL3608991,CHEMBL4633,0.419,nM,IC50
CHEMBL3609251,CHEMBL4633,0.153,nM,IC50
CHEMBL3609252,CHEMBL4633,100.0,nM,IC50
CHEMBL3609253,CHEMBL4633,6.59,nM,IC50
CHEMBL3609254,CHEMBL4633,100.0,nM,IC50
CHEMBL3609255,CHEMBL4633,5.97,nM,IC50
CHEMBL3609256,CHEMBL4633,0.061,nM,IC50
CHEMBL3609257,CHEMBL4633,0.357,nM,IC50
CHEMBL3609258,CHEMBL4633,1.07,nM,IC50
CHEMBL3609259,CHEMBL4633,4.72,nM,IC50
CHEMBL3609260,CHEMBL4633,0.082,nM,IC50
CHEMBL3609261,CHEMBL4633,0.032,nM,IC50
CHEMBL3609262,CHEMBL4633,0.439,nM,IC50
CHEMBL3609263,CHEMBL4633,0.018,nM,IC50
CHEMBL3609264,CHEMBL4633,0.214,nM,IC50
CHEMBL3609265,CHEMBL4633,0.029,nM,IC50
CHEMBL3609266,CHEMBL4633,0.031,nM,IC50
CHEMBL3609267,CHEMBL4633,16.9,nM,IC50
CHEMBL3609268,CHEMBL4633,0.074,nM,IC50
CHEMBL3609269,CHEMBL4633,5.0,nM,IC50
CHEMBL3609270,CHEMBL4633,0.072,nM,IC50
CHEMBL3609271,CHEMBL4633,0.037,nM,IC50
CHEMBL3609272,CHEMBL4633,0.023,nM,IC50
CHEMBL3609273,CHEMBL4633,1.32,nM,IC50
CHEMBL3609274,CHEMBL4633,0.785,nM,IC50
CHEMBL3609022,CHEMBL4633,0.036,nM,IC50
CHEMBL3609277,CHEMBL4633,0.312,nM,IC50
CHEMBL3609275,CHEMBL4633,0.352,nM,IC50
CHEMBL3609276,CHEMBL4633,0.047,nM,IC50
CHEMBL3609023,CHEMBL4633,0.202,nM,IC50
CHEMBL3609024,CHEMBL4633,92.0,nM,IC50
CHEMBL3609025,CHEMBL4633,18.5,nM,IC50
CHEMBL3609026,CHEMBL4633,100.0,nM,IC50
CHEMBL3609027,CHEMBL4633,100.0,nM,IC50
CHEMBL3609028,CHEMBL4633,1.11,nM,IC50
CHEMBL3609029,CHEMBL4633,0.494,nM,IC50
CHEMBL3609030,CHEMBL4633,0.202,nM,IC50
CHEMBL3609031,CHEMBL4633,8.16,nM,IC50
CHEMBL3609032,CHEMBL4633,0.73,nM,IC50
CHEMBL3609033,CHEMBL4633,0.02,nM,IC50
CHEMBL3609034,CHEMBL4633,0.242,nM,IC50
CHEMBL3609035,CHEMBL4633,0.055,nM,IC50
CHEMBL3609036,CHEMBL4633,0.073,nM,IC50
CHEMBL3609037,CHEMBL4633,0.087,nM,IC50
CHEMBL3609038,CHEMBL4633,0.098,nM,IC50
CHEMBL3609039,CHEMBL4633,40.5,nM,IC50
CHEMBL3609040,CHEMBL4633,0.215,nM,IC50
CHEMBL3608317,CHEMBL4633,6.56,nM,IC50
CHEMBL3609041,CHEMBL4633,0.253,nM,IC50
CHEMBL3609042,CHEMBL4633,0.076,nM,IC50
CHEMBL3609043,CHEMBL4633,0.072,nM,IC50
CHEMBL3609044,CHEMBL4633,0.398,nM,IC50
CHEMBL3609045,CHEMBL4633,0.205,nM,IC50
CHEMBL3609046,CHEMBL4633,0.143,nM,IC50
CHEMBL3609047,CHEMBL4633,0.372,nM,IC50
CHEMBL3609048,CHEMBL4633,0.038,nM,IC50
CHEMBL3609049,CHEMBL4633,0.114,nM,IC50
CHEMBL3609050,CHEMBL4633,25.3,nM,IC50
CHEMBL3609051,CHEMBL4633,1.49,nM,IC50
CHEMBL3609052,CHEMBL4633,100.0,nM,IC50
CHEMBL3609053,CHEMBL4633,100.0,nM,IC50
CHEMBL3609055,CHEMBL4633,0.137,nM,IC50
CHEMBL3609056,CHEMBL4633,0.158,nM,IC50
CHEMBL3609057,CHEMBL4633,13.0,nM,IC50
CHEMBL3609058,CHEMBL4633,0.04,nM,IC50
CHEMBL3609059,CHEMBL4633,11.1,nM,IC50
CHEMBL3609060,CHEMBL4633,0.089,nM,IC50
CHEMBL3609061,CHEMBL4633,0.357,nM,IC50
CHEMBL3609062,CHEMBL4633,0.036,nM,IC50
CHEMBL3609054,CHEMBL4633,0.099,nM,IC50
CHEMBL3609063,CHEMBL4633,0.023,nM,IC50
CHEMBL3609064,CHEMBL4633,100.0,nM,IC50
CHEMBL3609065,CHEMBL4633,0.117,nM,IC50
CHEMBL3609066,CHEMBL4633,4.67,nM,IC50
CHEMBL3609067,CHEMBL4633,0.154,nM,IC50
CHEMBL3609068,CHEMBL4633,0.052,nM,IC50
CHEMBL3609069,CHEMBL4633,0.095,nM,IC50
CHEMBL3609070,CHEMBL4633,0.257,nM,IC50
CHEMBL3609071,CHEMBL4633,0.075,nM,IC50
CHEMBL3609072,CHEMBL4633,0.465,nM,IC50
CHEMBL3609073,CHEMBL4633,0.108,nM,IC50
CHEMBL3609074,CHEMBL4633,0.041,nM,IC50
CHEMBL3609075,CHEMBL4633,0.108,nM,IC50
CHEMBL3609076,CHEMBL4633,3.59,nM,IC50
CHEMBL3609077,CHEMBL4633,0.045,nM,IC50
CHEMBL3609078,CHEMBL4633,0.226,nM,IC50
CHEMBL3609079,CHEMBL4633,0.273,nM,IC50
CHEMBL3609080,CHEMBL4633,3.49,nM,IC50
CHEMBL3609081,CHEMBL4633,0.041,nM,IC50
CHEMBL3609082,CHEMBL4633,5.984,nM,IC50
CHEMBL3609083,CHEMBL4633,0.218,nM,IC50
CHEMBL3609084,CHEMBL4633,0.067,nM,IC50
CHEMBL3609085,CHEMBL4633,0.138,nM,IC50
CHEMBL3609086,CHEMBL4633,0.086,nM,IC50
CHEMBL3609087,CHEMBL4633,0.223,nM,IC50
CHEMBL3609088,CHEMBL4633,0.138,nM,IC50
CHEMBL3609089,CHEMBL4633,0.153,nM,IC50
CHEMBL3609090,CHEMBL4633,0.249,nM,IC50
CHEMBL3609091,CHEMBL4633,0.823,nM,IC50
CHEMBL3609092,CHEMBL4633,0.305,nM,IC50
CHEMBL3609093,CHEMBL4633,0.037,nM,IC50
CHEMBL3609094,CHEMBL4633,3.763,nM,IC50
CHEMBL3609095,CHEMBL4633,0.031,nM,IC50
CHEMBL3608992,CHEMBL4633,0.111,nM,IC50
CHEMBL3608993,CHEMBL4633,0.081,nM,IC50
CHEMBL3608994,CHEMBL4633,0.046,nM,IC50
CHEMBL3608995,CHEMBL4633,0.07,nM,IC50
CHEMBL3608996,CHEMBL4633,1.98,nM,IC50
CHEMBL3608997,CHEMBL4633,0.066,nM,IC50
CHEMBL3608998,CHEMBL4633,0.081,nM,IC50
CHEMBL3608999,CHEMBL4633,1.21,nM,IC50
CHEMBL3609220,CHEMBL4633,2.15,nM,IC50
CHEMBL3609221,CHEMBL4633,0.795,nM,IC50
CHEMBL3609222,CHEMBL4633,0.158,nM,IC50
CHEMBL3609223,CHEMBL4633,0.09,nM,IC50
CHEMBL3609224,CHEMBL4633,0.048,nM,IC50
CHEMBL3609225,CHEMBL4633,0.556,nM,IC50
CHEMBL3609226,CHEMBL4633,0.809,nM,IC50
CHEMBL3609227,CHEMBL4633,1.26,nM,IC50
CHEMBL3609228,CHEMBL4633,4.01,nM,IC50
CHEMBL3609229,CHEMBL4633,5.67,nM,IC50
CHEMBL3609230,CHEMBL4633,0.186,nM,IC50
CHEMBL3609231,CHEMBL4633,0.641,nM,IC50
CHEMBL3609232,CHEMBL4633,0.12,nM,IC50
CHEMBL3609233,CHEMBL4633,8.01,nM,IC50
CHEMBL3609234,CHEMBL4633,5.3,nM,IC50
CHEMBL3609235,CHEMBL4633,0.308,nM,IC50
CHEMBL3609236,CHEMBL4633,0.222,nM,IC50
CHEMBL3609237,CHEMBL4633,0.122,nM,IC50
CHEMBL3609238,CHEMBL4633,0.083,nM,IC50
CHEMBL3608318,CHEMBL4633,0.248,nM,IC50
CHEMBL3609239,CHEMBL4633,0.258,nM,IC50
CHEMBL3609240,CHEMBL4633,0.318,nM,IC50
CHEMBL3609241,CHEMBL4633,31.9,nM,IC50
CHEMBL3609242,CHEMBL4633,0.962,nM,IC50
CHEMBL3609243,CHEMBL4633,18.0,nM,IC50
CHEMBL3609244,CHEMBL4633,0.666,nM,IC50
CHEMBL3609245,CHEMBL4633,0.255,nM,IC50
CHEMBL3609246,CHEMBL4633,1.65,nM,IC50
CHEMBL3609247,CHEMBL4633,4.86,nM,IC50
CHEMBL3609248,CHEMBL4633,0.11,nM,IC50
CHEMBL3609249,CHEMBL4633,0.291,nM,IC50
CHEMBL3609250,CHEMBL4633,9.55,nM,IC50
CHEMBL3608991,CHEMBL4633,0.375,nM,IC50
CHEMBL3609251,CHEMBL4633,0.255,nM,IC50
CHEMBL3609252,CHEMBL4633,100.0,nM,IC50
CHEMBL3609253,CHEMBL4633,8.13,nM,IC50
CHEMBL3609254,CHEMBL4633,100.0,nM,IC50
CHEMBL3609255,CHEMBL4633,11.2,nM,IC50
CHEMBL3609256,CHEMBL4633,0.084,nM,IC50
CHEMBL3609257,CHEMBL4633,0.573,nM,IC50
CHEMBL3609258,CHEMBL4633,2.84,nM,IC50
CHEMBL3609259,CHEMBL4633,8.08,nM,IC50
CHEMBL3609260,CHEMBL4633,0.148,nM,IC50
CHEMBL3609261,CHEMBL4633,0.129,nM,IC50
CHEMBL3609262,CHEMBL4633,1.43,nM,IC50
CHEMBL3609263,CHEMBL4633,0.063,nM,IC50
CHEMBL3609264,CHEMBL4633,0.249,nM,IC50
CHEMBL3609265,CHEMBL4633,0.039,nM,IC50
CHEMBL3609266,CHEMBL4633,0.05,nM,IC50
CHEMBL3609267,CHEMBL4633,24.6,nM,IC50
CHEMBL3609268,CHEMBL4633,0.109,nM,IC50
CHEMBL3609269,CHEMBL4633,19.5,nM,IC50
CHEMBL3609270,CHEMBL4633,0.239,nM,IC50
CHEMBL3609271,CHEMBL4633,0.056,nM,IC50
CHEMBL3609272,CHEMBL4633,0.055,nM,IC50
CHEMBL3609273,CHEMBL4633,4.54,nM,IC50
CHEMBL3609274,CHEMBL4633,1.1,nM,IC50
CHEMBL3609022,CHEMBL4633,0.132,nM,IC50
CHEMBL3609277,CHEMBL4633,0.575,nM,IC50
CHEMBL3609275,CHEMBL4633,0.373,nM,IC50
CHEMBL3609276,CHEMBL4633,0.083,nM,IC50
CHEMBL3609023,CHEMBL4633,0.216,nM,IC50
CHEMBL3609024,CHEMBL4633,92.0,nM,IC50
CHEMBL3609025,CHEMBL4633,28.1,nM,IC50
CHEMBL3609026,CHEMBL4633,100.0,nM,IC50
CHEMBL3609027,CHEMBL4633,100.0,nM,IC50
CHEMBL3609028,CHEMBL4633,4.07,nM,IC50
CHEMBL3609029,CHEMBL4633,0.678,nM,IC50
CHEMBL3609030,CHEMBL4633,0.4,nM,IC50
CHEMBL3609031,CHEMBL4633,34.0,nM,IC50
CHEMBL3609032,CHEMBL4633,1.96,nM,IC50
CHEMBL3609033,CHEMBL4633,0.043,nM,IC50
CHEMBL3609034,CHEMBL4633,0.309,nM,IC50
CHEMBL3609035,CHEMBL4633,0.176,nM,IC50
CHEMBL3609036,CHEMBL4633,0.124,nM,IC50
CHEMBL3609037,CHEMBL4633,0.116,nM,IC50
CHEMBL3609038,CHEMBL4633,0.123,nM,IC50
CHEMBL3609039,CHEMBL4633,91.7,nM,IC50
CHEMBL3609040,CHEMBL4633,0.304,nM,IC50
CHEMBL3608317,CHEMBL4633,10.1,nM,IC50
CHEMBL3609041,CHEMBL4633,1.05,nM,IC50
CHEMBL3609042,CHEMBL4633,0.083,nM,IC50
CHEMBL3609043,CHEMBL4633,0.129,nM,IC50
CHEMBL3609044,CHEMBL4633,0.635,nM,IC50
CHEMBL3609045,CHEMBL4633,0.262,nM,IC50
CHEMBL3609046,CHEMBL4633,0.183,nM,IC50
CHEMBL3609047,CHEMBL4633,0.492,nM,IC50
CHEMBL3609048,CHEMBL4633,0.056,nM,IC50
CHEMBL3609049,CHEMBL4633,0.282,nM,IC50
CHEMBL3609050,CHEMBL4633,40.3,nM,IC50
CHEMBL3609051,CHEMBL4633,3.08,nM,IC50
CHEMBL3609052,CHEMBL4633,100.0,nM,IC50
CHEMBL3609053,CHEMBL4633,100.0,nM,IC50
CHEMBL3609055,CHEMBL4633,0.194,nM,IC50
CHEMBL3609056,CHEMBL4633,0.368,nM,IC50
CHEMBL3609057,CHEMBL4633,59.7,nM,IC50
CHEMBL3609058,CHEMBL4633,0.058,nM,IC50
CHEMBL3609059,CHEMBL4633,39.0,nM,IC50
CHEMBL3609060,CHEMBL4633,0.223,nM,IC50
CHEMBL3609061,CHEMBL4633,0.475,nM,IC50
CHEMBL3609062,CHEMBL4633,0.073,nM,IC50
CHEMBL3609054,CHEMBL4633,0.094,nM,IC50
CHEMBL3609063,CHEMBL4633,0.054,nM,IC50
CHEMBL3609064,CHEMBL4633,100.0,nM,IC50
CHEMBL3609065,CHEMBL4633,0.21,nM,IC50
CHEMBL3609066,CHEMBL4633,13.5,nM,IC50
CHEMBL3609067,CHEMBL4633,0.975,nM,IC50
CHEMBL3609068,CHEMBL4633,0.082,nM,IC50
CHEMBL3609069,CHEMBL4633,0.252,nM,IC50
CHEMBL3609070,CHEMBL4633,0.363,nM,IC50
CHEMBL3609071,CHEMBL4633,0.201,nM,IC50
CHEMBL3609072,CHEMBL4633,0.991,nM,IC50
CHEMBL3609073,CHEMBL4633,0.151,nM,IC50
CHEMBL3609074,CHEMBL4633,0.089,nM,IC50
CHEMBL3609075,CHEMBL4633,0.193,nM,IC50
CHEMBL3609076,CHEMBL4633,4.82,nM,IC50
CHEMBL3609077,CHEMBL4633,0.108,nM,IC50
CHEMBL3609078,CHEMBL4633,0.366,nM,IC50
CHEMBL3609079,CHEMBL4633,0.496,nM,IC50
CHEMBL3609080,CHEMBL4633,11.8,nM,IC50
CHEMBL3609081,CHEMBL4633,0.071,nM,IC50
CHEMBL3609082,CHEMBL4633,27.9,nM,IC50
CHEMBL3609083,CHEMBL4633,0.318,nM,IC50
CHEMBL3609084,CHEMBL4633,0.136,nM,IC50
CHEMBL3609085,CHEMBL4633,0.16,nM,IC50
CHEMBL3609086,CHEMBL4633,0.223,nM,IC50
CHEMBL3609087,CHEMBL4633,0.278,nM,IC50
CHEMBL3609088,CHEMBL4633,0.266,nM,IC50
CHEMBL3609089,CHEMBL4633,0.303,nM,IC50
CHEMBL3609090,CHEMBL4633,5.678,nM,IC50
CHEMBL3609091,CHEMBL4633,1.099,nM,IC50
CHEMBL3609092,CHEMBL4633,0.515,nM,IC50
CHEMBL3609093,CHEMBL4633,0.048,nM,IC50
CHEMBL3609094,CHEMBL4633,3.112,nM,IC50
CHEMBL3609095,CHEMBL4633,0.046,nM,IC50
CHEMBL3609073,CHEMBL4633,0.207,nM,IC50
CHEMBL3609093,CHEMBL4633,0.039,nM,IC50
CHEMBL3609095,CHEMBL4633,0.221,nM,IC50
CHEMBL3609093,CHEMBL4633,0.016,nM,IC50
CHEMBL3609094,CHEMBL4633,0.012,nM,IC50
CHEMBL3920884,CHEMBL4633,4.0,nM,IC50
CHEMBL3920884,CHEMBL4633,0.4,nM,IC50
CHEMBL465679,CHEMBL4633,30000.0,nM,IC50
CHEMBL3621636,CHEMBL4633,2500.0,nM,IC50
CHEMBL397591,CHEMBL4633,4700.0,nM,IC50
CHEMBL4213446,CHEMBL4633,25000.0,nM,IC50
CHEMBL4208517,CHEMBL4633,17000.0,nM,IC50
CHEMBL4202870,CHEMBL4633,25000.0,nM,IC50
CHEMBL4207745,CHEMBL4633,1400.0,nM,IC50
CHEMBL3261430,CHEMBL4633,21000.0,nM,IC50
CHEMBL3261431,CHEMBL4633,14000.0,nM,IC50
CHEMBL4210636,CHEMBL4633,9000.0,nM,IC50
CHEMBL4206278,CHEMBL4633,30000.0,nM,IC50
CHEMBL4211159,CHEMBL4633,30000.0,nM,IC50
CHEMBL4203801,CHEMBL4633,30000.0,nM,IC50
CHEMBL4208681,CHEMBL4633,30000.0,nM,IC50
CHEMBL4207090,CHEMBL4633,30000.0,nM,IC50
CHEMBL4218820,CHEMBL4633,30000.0,nM,IC50
CHEMBL4211453,CHEMBL4633,30000.0,nM,IC50
CHEMBL444449,CHEMBL4633,24.0,nM,IC50
CHEMBL4215589,CHEMBL4633,30000.0,nM,IC50
CHEMBL5198171,CHEMBL4633,6500.0,nM,IC50
CHEMBL5191843,CHEMBL4633,900.0,nM,IC50
CHEMBL5206429,CHEMBL4633,900.0,nM,IC50
CHEMBL490,CHEMBL4633,31900.0,nM,IC50
CHEMBL5435234,CHEMBL4633,4300.0,nM,IC50
CHEMBL444449,CHEMBL4633,2.0,nM,IC50
CHEMBL1256851,CHEMBL4633,2.9,nM,IC50
CHEMBL278213,CHEMBL4633,260.0,nM,IC50
CHEMBL16804,CHEMBL4633,50.0,nM,IC50
CHEMBL279606,CHEMBL4633,100.0,nM,IC50
CHEMBL5632517,CHEMBL4633,17400.0,nM,IC50
CHEMBL5633827,CHEMBL4633,470.0,nM,IC50
CHEMBL5633827,CHEMBL4633,950.0,nM,IC50
CHEMBL5631807,CHEMBL4633,250.0,nM,IC50
CHEMBL5634005,CHEMBL4633,470.0,nM,IC50
CHEMBL5632260,CHEMBL4633,180.0,nM,IC50
CHEMBL5633690,CHEMBL4633,850.0,nM,IC50
CHEMBL5632726,CHEMBL4633,1130.0,nM,IC50
CHEMBL5633191,CHEMBL4633,450.0,nM,IC50
CHEMBL5631442,CHEMBL4633,230.0,nM,IC50
CHEMBL5632858,CHEMBL4633,170.0,nM,IC50
CHEMBL5632120,CHEMBL4633,670.0,nM,IC50
CHEMBL5632388,CHEMBL4633,800.0,nM,IC50
CHEMBL5633191,CHEMBL4633,56.83,nM,IC50
CHEMBL5631442,CHEMBL4633,26.12,nM,IC50
CHEMBL5631330,CHEMBL4633,37.21,nM,IC50
CHEMBL444449,CHEMBL4633,2.1,nM,IC50
CHEMBL1256851,CHEMBL4633,3.0,nM,IC50
CHEMBL278213,CHEMBL4633,310.0,nM,IC50
CHEMBL5633827,CHEMBL4633,950.0,nM,IC50
CHEMBL5631442,CHEMBL4633,135.6,nM,IC50
CHEMBL6039110,CHEMBL4633,500.0,nM,IC50
CHEMBL5889778,CHEMBL4633,2250.0,nM,IC50
CHEMBL5982645,CHEMBL4633,2250.0,nM,IC50
CHEMBL5792650,CHEMBL4633,2250.0,nM,IC50
CHEMBL5873111,CHEMBL4633,500.0,nM,IC50
CHEMBL5838337,CHEMBL4633,1000.0,nM,IC50
CHEMBL5858829,CHEMBL4633,500.0,nM,IC50
CHEMBL5804969,CHEMBL4633,500.0,nM,IC50
CHEMBL5871876,CHEMBL4633,500.0,nM,IC50
CHEMBL5839260,CHEMBL4633,500.0,nM,IC50
CHEMBL5977792,CHEMBL4633,500.0,nM,IC50
CHEMBL6019992,CHEMBL4633,2250.0,nM,IC50
CHEMBL6034177,CHEMBL4633,2250.0,nM,IC50
CHEMBL5948660,CHEMBL4633,2250.0,nM,IC50
CHEMBL5754391,CHEMBL4633,2250.0,nM,IC50
CHEMBL5873577,CHEMBL4633,500.0,nM,IC50
CHEMBL5869077,CHEMBL4633,1000.0,nM,IC50
CHEMBL5962980,CHEMBL4633,1000.0,nM,IC50
CHEMBL5851456,CHEMBL4633,1000.0,nM,IC50
CHEMBL5985695,CHEMBL4633,1000.0,nM,IC50
CHEMBL5771030,CHEMBL4633,1000.0,nM,IC50
CHEMBL5918318,CHEMBL4633,1000.0,nM,IC50
CHEMBL6021245,CHEMBL4633,2250.0,nM,IC50
CHEMBL5791150,CHEMBL4633,1000.0,nM,IC50
CHEMBL5962591,CHEMBL4633,500.0,nM,IC50
CHEMBL5920299,CHEMBL4633,500.0,nM,IC50
CHEMBL6049399,CHEMBL4633,1000.0,nM,IC50
CHEMBL5832205,CHEMBL4633,1000.0,nM,IC50
CHEMBL5783207,CHEMBL4633,2250.0,nM,IC50
CHEMBL5816966,CHEMBL4633,500.0,nM,IC50
CHEMBL5811053,CHEMBL4633,500.0,nM,IC50
CHEMBL5845552,CHEMBL4633,2250.0,nM,IC50
CHEMBL5818141,CHEMBL4633,500.0,nM,IC50
CHEMBL6057474,CHEMBL4633,500.0,nM,IC50
CHEMBL5943744,CHEMBL4633,1000.0,nM,IC50
CHEMBL5879391,CHEMBL4633,500.0,nM,IC50
CHEMBL5873375,CHEMBL4633,1000.0,nM,IC50
CHEMBL6031493,CHEMBL4633,1000.0,nM,IC50
CHEMBL6043442,CHEMBL4633,2250.0,nM,IC50
CHEMBL5828409,CHEMBL4633,500.0,nM,IC50
CHEMBL5917331,CHEMBL4633,500.0,nM,IC50
CHEMBL5776034,CHEMBL4633,1000.0,nM,IC50
CHEMBL5867233,CHEMBL4633,500.0,nM,IC50
CHEMBL5983446,CHEMBL4633,2250.0,nM,IC50
CHEMBL5836483,CHEMBL4633,2250.0,nM,IC50
CHEMBL5903039,CHEMBL4633,2250.0,nM,IC50
CHEMBL6049649,CHEMBL4633,2250.0,nM,IC50
CHEMBL6054230,CHEMBL4633,1000.0,nM,IC50
CHEMBL5789469,CHEMBL4633,500.0,nM,IC50
CHEMBL5775015,CHEMBL4633,2250.0,nM,IC50
CHEMBL5784996,CHEMBL4633,1000.0,nM,IC50
CHEMBL5789064,CHEMBL4633,1000.0,nM,IC50
CHEMBL5921974,CHEMBL4633,500.0,nM,IC50
CHEMBL5923913,CHEMBL4633,500.0,nM,IC50
CHEMBL5826914,CHEMBL4633,1000.0,nM,IC50
CHEMBL5757453,CHEMBL4633,2250.0,nM,IC50
CHEMBL6051764,CHEMBL4633,2250.0,nM,IC50
CHEMBL5911614,CHEMBL4633,1000.0,nM,IC50
CHEMBL5898425,CHEMBL4633,1000.0,nM,IC50
CHEMBL5968029,CHEMBL4633,500.0,nM,IC50
CHEMBL5897399,CHEMBL4633,500.0,nM,IC50
CHEMBL5951104,CHEMBL4633,1000.0,nM,IC50
CHEMBL5840384,CHEMBL4633,2250.0,nM,IC50
CHEMBL5767610,CHEMBL4633,2250.0,nM,IC50
CHEMBL6039110,CHEMBL4633,500.0,nM,IC50
CHEMBL5889778,CHEMBL4633,2250.0,nM,IC50
CHEMBL5982645,CHEMBL4633,2250.0,nM,IC50
CHEMBL5792650,CHEMBL4633,2250.0,nM,IC50
CHEMBL5873111,CHEMBL4633,500.0,nM,IC50
CHEMBL5838337,CHEMBL4633,1000.0,nM,IC50
CHEMBL5858829,CHEMBL4633,500.0,nM,IC50
CHEMBL5804969,CHEMBL4633,500.0,nM,IC50
CHEMBL5871876,CHEMBL4633,500.0,nM,IC50
CHEMBL5839260,CHEMBL4633,500.0,nM,IC50
CHEMBL5977792,CHEMBL4633,500.0,nM,IC50
CHEMBL6019992,CHEMBL4633,2250.0,nM,IC50
CHEMBL6034177,CHEMBL4633,2250.0,nM,IC50
CHEMBL5948660,CHEMBL4633,2250.0,nM,IC50
CHEMBL5754391,CHEMBL4633,2250.0,nM,IC50
CHEMBL5873577,CHEMBL4633,500.0,nM,IC50
CHEMBL5869077,CHEMBL4633,1000.0,nM,IC50
CHEMBL5962980,CHEMBL4633,1000.0,nM,IC50
CHEMBL5851456,CHEMBL4633,1000.0,nM,IC50
CHEMBL5985695,CHEMBL4633,1000.0,nM,IC50
CHEMBL5771030,CHEMBL4633,1000.0,nM,IC50
CHEMBL5918318,CHEMBL4633,1000.0,nM,IC50
CHEMBL6021245,CHEMBL4633,2250.0,nM,IC50
CHEMBL5791150,CHEMBL4633,1000.0,nM,IC50
CHEMBL5962591,CHEMBL4633,500.0,nM,IC50
CHEMBL5920299,CHEMBL4633,500.0,nM,IC50
CHEMBL6049399,CHEMBL4633,1000.0,nM,IC50
CHEMBL5832205,CHEMBL4633,1000.0,nM,IC50
CHEMBL5783207,CHEMBL4633,2250.0,nM,IC50
CHEMBL5816966,CHEMBL4633,500.0,nM,IC50
CHEMBL5811053,CHEMBL4633,500.0,nM,IC50
CHEMBL5845552,CHEMBL4633,2250.0,nM,IC50
CHEMBL5818141,CHEMBL4633,500.0,nM,IC50
CHEMBL6057474,CHEMBL4633,500.0,nM,IC50
CHEMBL5943744,CHEMBL4633,1000.0,nM,IC50
CHEMBL5879391,CHEMBL4633,500.0,nM,IC50
CHEMBL5873375,CHEMBL4633,1000.0,nM,IC50
CHEMBL6031493,CHEMBL4633,1000.0,nM,IC50
CHEMBL6043442,CHEMBL4633,2250.0,nM,IC50
CHEMBL5828409,CHEMBL4633,500.0,nM,IC50
CHEMBL5917331,CHEMBL4633,500.0,nM,IC50
CHEMBL5776034,CHEMBL4633,1000.0,nM,IC50
CHEMBL5867233,CHEMBL4633,500.0,nM,IC50
CHEMBL5983446,CHEMBL4633,2250.0,nM,IC50
CHEMBL5836483,CHEMBL4633,2250.0,nM,IC50
CHEMBL5903039,CHEMBL4633,2250.0,nM,IC50
CHEMBL6049649,CHEMBL4633,2250.0,nM,IC50
CHEMBL6054230,CHEMBL4633,1000.0,nM,IC50
CHEMBL5789469,CHEMBL4633,500.0,nM,IC50
CHEMBL5775015,CHEMBL4633,2250.0,nM,IC50
CHEMBL5784996,CHEMBL4633,1000.0,nM,IC50
CHEMBL5789064,CHEMBL4633,1000.0,nM,IC50
CHEMBL5921974,CHEMBL4633,500.0,nM,IC50
CHEMBL5923913,CHEMBL4633,500.0,nM,IC50
CHEMBL5826914,CHEMBL4633,1000.0,nM,IC50
CHEMBL5757453,CHEMBL4633,2250.0,nM,IC50
CHEMBL6051764,CHEMBL4633,2250.0,nM,IC50
CHEMBL5911614,CHEMBL4633,1000.0,nM,IC50
CHEMBL5898425,CHEMBL4633,1000.0,nM,IC50
CHEMBL5968029,CHEMBL4633,500.0,nM,IC50
CHEMBL5897399,CHEMBL4633,500.0,nM,IC50
CHEMBL5951104,CHEMBL4633,1000.0,nM,IC50
CHEMBL5840384,CHEMBL4633,2250.0,nM,IC50
CHEMBL5951104,CHEMBL4633,2250.0,nM,IC50
CHEMBL372962,CHEMBL4303,100.0,nM,IC50
CHEMBL199505,CHEMBL4303,30000.0,nM,IC50
CHEMBL372791,CHEMBL4303,50000.0,nM,IC50
CHEMBL202777,CHEMBL4303,50000.0,nM,IC50
CHEMBL201683,CHEMBL4303,300.0,nM,IC50
CHEMBL199283,CHEMBL4303,210.0,nM,IC50
CHEMBL377482,CHEMBL4303,90.0,nM,IC50
CHEMBL365159,CHEMBL4303,365.0,nM,IC50
CHEMBL200001,CHEMBL4303,80.0,nM,IC50
CHEMBL383189,CHEMBL4303,205.0,nM,IC50
